reference,name,site-addre,hectares,ownership-,planning_2,water_risk,soil_risk,slope_risk,total_risk
H/ORD/012,H/ORD/012,Former Ordsall District Centre,2.01,owned-by-a-public-authority,not-permissioned,0.9133099984024605,0.5833333333333334,0.943771247212907,0.8134715263162337
H/ORD/020c,H/ORD/020c,"Land Surrounding Stanley Street Bound By Trinity Way, Irwell Street And River Irwell M3 5DA - plot C2",0.29,not-owned-by-a-public-authority,not-permissioned,0.985794046097497,0.5833333333333334,0.9004632976180315,0.8231968923496206
H/PTC/013,H/PTC/013,"Land east of Langley Rd, Irwell Riverside",9.37,not-owned-by-a-public-authority,not-permissioned,0.9307885626655037,0.5833333333333334,0.924132795569951,0.8127515638562627
H/WNO/001,H/WNO/001,"Land On Cleggs Lane and corner of Falcon Drive, Worsley, M38 9SN",0.34,not-owned-by-a-public-authority,not-permissioned,0.44148006271847523,0.5833333333333334,0.9556612917076021,0.6601582292531369
H/BEL/011,H/BEL/011,Land at Boothstown Basin,0.74,not-owned-by-a-public-authority,not-permissioned,0.876410855830257,0.5833333333333334,0.9519107520317879,0.8038849803984593
H/BRO/020,H/BRO/020,"10 Albert Park Road, Salford, M7 1LS",0.01,not-owned-by-a-public-authority,not-permissioned,0.9566225860846138,0.5833333333333334,0.9710628406948837,0.8370062533709436
H/BTR/001,H/BTR/001,Crescent Masterplan - Adelphi Development Zone,4.23,mixed-ownership,not-permissioned,0.8834060063767433,0.5833333333333334,0.8788683147808143,0.7818692181636303
H/BTR/006,H/BTR/006,Land at Flax Street,1.29,not-owned-by-a-public-authority,not-permissioned,0.9203193514538001,0.75,0.9246336662945304,0.8649843392494434
H/BTR/017,H/BTR/017,Land to the east of Gravel Lane,0.53,not-owned-by-a-public-authority,not-permissioned,0.9731655250543937,0.5833333333333334,0.9410935663093113,0.8325308082323462
H/BTR/018,H/BTR/018,"Land bound by Queen Street, Collier Street and Trinity Way",0.61,mixed-ownership,not-permissioned,0.984507080181504,0.672289613343442,0.9119729333821422,0.8562565423023627
H/BTR/018a,H/BTR/018a,"Land bound by Queen Street, King Street and Gravel Lane",0.26,not-owned-by-a-public-authority,not-permissioned,0.9671987278201224,0.75,0.9357068597102061,0.8843018625101094
H/BTR/019,H/BTR/019,Land West of Quay Street,0.35,not-owned-by-a-public-authority,not-permissioned,0.9690909523745652,0.5941542288557213,0.6263984692889402,0.7298812168397423
H/BTR/021,H/BTR/021,"52 - 60 Chapel Street, Salford, M3 7AA",0.04,not-owned-by-a-public-authority,not-permissioned,0.9506765339059488,0.5833333333333334,0.7745942508786902,0.7695347060393241
H/BTR/023,H/BTR/023,"Land At Gorton Street And Adjacent Railway Arches, Gorton Street, Greengate, Salford",0.17,not-owned-by-a-public-authority,not-permissioned,0.9923473268110214,0.6844654088050314,0.8945918587226311,0.8571348647795615
H/BWI/021,H/BWI/021,"Land adjacent to 23 Eldon Place, Eccles, M30 8QE",0.02,not-owned-by-a-public-authority,not-permissioned,0.9020245426695735,0.6066362715298884,0.9714817160568786,0.8267141767521134
H/BWI/025,H/BWI/025,1 Hamilton Avenue Eccles M30 0FF,0.01,not-owned-by-a-public-authority,not-permissioned,0.9078031538865292,0.7417910447761193,0.9154559603830636,0.855016719681904
H/CLI/022,H/CLI/022,"Former Red Rose Inn, 665/667, Liverpool Road, Irlam",0.09,not-owned-by-a-public-authority,not-permissioned,0.8495766966771138,0.7486111111111112,0.8952312874720522,0.8311396984200924
H/CLI/024,H/CLI/024,Hayes Road and Green Lane,3.65,not-owned-by-a-public-authority,not-permissioned,0.9974533070867543,0.6939382434826628,0.9496218475406897,0.8803377993700355
H/CLI/049,H/CLI/049,15 Springfield Lane Irlam M44 6NB,0.08,not-owned-by-a-public-authority,not-permissioned,0.7948779392938989,0.75,0.9386567106793797,0.8278448833244262
H/ECC/034,H/ECC/034,24-24A Church Street Eccles M30 0DF,0.01,not-owned-by-a-public-authority,not-permissioned,0.9207231202331314,0.74974974974975,0.9013090973894047,0.8572606557907619
H/KBP/016,H/KBP/016,"463 - 465 Bury New Road, Salford, M7 3NE",0.29,not-owned-by-a-public-authority,not-permissioned,0.8386841775828704,0.5833333333333334,0.8661005925500171,0.7627060344887404
H/LHU/006,H/LHU/006,Corner of Captain Fold Rd and Brookhurst Lane,0.3,not-owned-by-a-public-authority,not-permissioned,0.4249218071593001,0.5833333333333334,0.9650342356680051,0.6577631253868795
H/LHU/012,H/LHU/012,"Thornfield Crescent, North West of Hope Hey Lane",0.31,not-owned-by-a-public-authority,not-permissioned,0.45695479310931064,0.5833333333333334,0.8844675600945797,0.6415852288457412
H/LHU/021,H/LHU/021,"Land bounded by Barry Crescent, Yates Drive and Westwood Avenue",0.49,not-owned-by-a-public-authority,not-permissioned,0.6893101270742953,0.5833333333333334,0.8655719724614825,0.712738477623037
H/LHU/031,H/LHU/031,"Land to the north of Manchester Road West, Little Hulton",0.3,not-owned-by-a-public-authority,not-permissioned,0.49085945530045705,0.75,0.9282283131965107,0.7230292561656558
H/LHU/032,H/LHU/032,"Land to the west of Green Hays Road, and south of Mill Hill, Little Hulton",0.27,not-owned-by-a-public-authority,not-permissioned,0.39636855248815667,0.5833333333333334,0.9545885735760451,0.644763486465845
H/ORD/001,H/ORD/001,Crescent Masterplan - The Crescent Development Zone,10.08,not-owned-by-a-public-authority,not-permissioned,0.8381078163636272,0.5833333333333334,0.9118647927521755,0.7777686474830453
H/ORD/004b,H/ORD/004b,"Middlewood Locks Land At Middlewood Street And East Of Oldfield Road Salford M5 4GU ('Territory B', plots A, B, C, D and P)",2.25,not-owned-by-a-public-authority,not-permissioned,0.9777715997578934,0.5833333333333334,0.9556506772731086,0.8389185367881118
H/PTC/034,H/PTC/034,145 Eccles New Road Salford M5 4QQ,0.02,not-owned-by-a-public-authority,not-permissioned,0.858733550816501,0.6472824731987037,0.9305761379519075,0.8121973873223708
H/PTC/037,H/PTC/037,"Land at Shopping City, Pendleton",2.09,not-owned-by-a-public-authority,not-permissioned,0.6961930256094299,0.5833333333333334,0.9137638652590017,0.7310967414005883
H/QYS/006,H/QYS/006,"South of the Quays, North of Ontario Basin",0.69,mixed-ownership,not-permissioned,0.9892872317277916,0.5833333333333334,0.8013980377986127,0.7913395342865792
H/QYS/009,H/QYS/009,Land bounded by Merchants Quay and Trafford Road,0.92,not-owned-by-a-public-authority,not-permissioned,0.9960575934523803,0.5833333333333334,0.9048452223907683,0.8280787163921607
H/QYS/013,H/QYS/013,"Land bounded by Ordsall Lane, Dyer Street and Worrall Street",1.29,not-owned-by-a-public-authority,not-permissioned,0.9763022211939174,0.5833333333333334,0.9438307730026564,0.8344887758433024
H/QYS/013c,H/QYS/013c,Land on the east side of Fairbrother Street,1.39,not-owned-by-a-public-authority,not-permissioned,0.9907109770992634,0.5833333333333334,0.9483048507539679,0.8407830537288549
H/QYS/014,H/QYS/014,Land between Broadway and The Quays,8.27,mixed-ownership,not-permissioned,0.9534716953569322,0.5833333333333334,0.8921678032588719,0.8096576106497125
H/WNO/003,H/WNO/003,"Land west of Stocks Hotel at Corner of Bolton Road, Manchester Road, Worsley",0.16,not-owned-by-a-public-authority,not-permissioned,0.6931950111195666,0.5833333333333334,0.9432407363672426,0.7399230269400475
H/WNO/020,H/WNO/020,Land to the east and west of Windsor Avenue,0.31,not-owned-by-a-public-authority,not-permissioned,0.4411404043017132,0.6068215892053973,0.9619037597046489,0.6699552510705864
H/WNO/022,H/WNO/022,"Land off Meadowside Grove, Walkden",0.25,not-owned-by-a-public-authority,not-permissioned,0.6689773146376562,0.5833333333333334,0.9092396196086617,0.7205167558598838
H/WSE/024,H/WSE/024,"Land adjacent to 30 Weaste Road, Salford, M5 5FW",0.04,not-owned-by-a-public-authority,not-permissioned,0.8398238264828192,0.5833333333333334,0.9272270632176618,0.7834614076779381
H/WSO/004,H/WSO/004,Land to the rear of Birch Road,0.38,not-owned-by-a-public-authority,not-permissioned,0.8308386488806534,0.5833333333333334,0.9462783907438611,0.7868167909859493
H/BRO/002,H/BRO/002,"268-272 Lower Broughton Road, Salford",0.2,not-owned-by-a-public-authority,not-permissioned,0.9177390188991471,0.5833333333333334,0.9187730637628222,0.8066151386651009
H/BTR/005,H/BTR/005,"Springfield Business Centre, Springfield Lane, Salford, M3 7JQ",0.61,not-owned-by-a-public-authority,not-permissioned,0.9915271122717715,0.5833333333333334,0.8992359718161842,0.8246988058070963
H/BTR/011,H/BTR/011,Adelphi Court North George Street Salford M3 6HT,1.24,not-owned-by-a-public-authority,not-permissioned,0.8883160759182397,0.75,0.8938825487488439,0.8440662082223612
H/BWI/013,H/BWI/013,"4 Lewis Street, Eccles",0.02,not-owned-by-a-public-authority,not-permissioned,0.9023584864451966,0.75,0.9352027089726481,0.8625203984726149
H/CLA/003,H/CLA/003,"124 Eccles Old Road, Salford, M6 8QQ",0.08,not-owned-by-a-public-authority,not-permissioned,0.7144932692907838,0.5833333333333334,0.9357023196822488,0.7445096407687887
H/CLI/006,H/CLI/006,"1 Moss Lane, Cadishead",0.18,not-owned-by-a-public-authority,not-permissioned,0.9273485849135337,0.75,0.9391667015850134,0.8721717621661824
H/CLI/007,H/CLI/007,"Land Adjacent To The Locks, Forebay Drive, Off Cadishead Way, Irlam",0.16,not-owned-by-a-public-authority,not-permissioned,0.9680436671544943,0.75,0.929232560248352,0.8824254091342821
H/ECC/018,H/ECC/018,"Fox Street, Eccles, Salford, M30 0BJ",0.23,not-owned-by-a-public-authority,not-permissioned,0.9486330134528297,0.75,0.928485775741719,0.8757062630648496
H/ECC/019,H/ECC/019,"Land between Railside Terrace and car park, St Marys Road, Eccles",0.05,not-owned-by-a-public-authority,not-permissioned,0.9202439442142539,0.5850772296960638,0.8857621014371211,0.7970277584491462
H/KBP/012,H/KBP/012,"72 Upper Park Road, Higher Broughton, Salford, M7 4JA",0.12,not-owned-by-a-public-authority,not-permissioned,0.7346173259954597,0.5833333333333334,0.9539514671075384,0.7573007088121105
H/KBP/018,H/KBP/018,"Garages north east Healey Close, Blackfield Lane, Salford, M7 3PQ",0.03,not-owned-by-a-public-authority,not-permissioned,0.8593453857249749,0.5833333333333334,0.6374491054373858,0.6933759414985646
H/ORD/035,H/ORD/035,"Regent Trading Estate, Salford, M5 4DE",0.81,owned-by-a-public-authority,not-permissioned,0.926262948298738,0.6535874439461884,0.930935821504227,0.8369287379163844
H/PTC/053,H/PTC/053,East of Langley Road,4.64,not-owned-by-a-public-authority,not-permissioned,0.9300646750261966,0.5833333333333334,0.9342804212030612,0.815892809854197
H/PTC/054,H/PTC/054,South of Agecroft Cemetery,4.9,not-owned-by-a-public-authority,not-permissioned,0.9302417626819185,0.5833333333333334,0.9585468131900081,0.8240406364017533
H/SPA/027,H/SPA/027,The White Lion 240-242 Manchester Road Pendlebury Swinton Salford M27 4TS,0.14,not-owned-by-a-public-authority,not-permissioned,0.6183551434299442,0.5833333333333334,0.959416899771585,0.7203684588449542
H/SWA/020,H/SWA/020,Former St Ambrose Barlow High School,2.03,owned-by-a-public-authority,not-permissioned,0.6547205531131385,0.5833333333333334,0.9156270977623463,0.7178936614029393
H/WNO/004,H/WNO/004,Fereday Street,0.25,not-owned-by-a-public-authority,not-permissioned,0.583584602906798,0.5833333333333334,0.9373380026146454,0.7014186462849256
H/WWP/017,H/WWP/017,"Land on west side of Dale Street, Swinton",0.21,not-owned-by-a-public-authority,not-permissioned,0.7700512178748038,0.5833333333333334,0.9550242588965367,0.7694696033682247
H/BRO/028,H/BRO/028,250-252 Lower Broughton Road Salford M7 2JX,0.17,not-owned-by-a-public-authority,pending-decision,0.916643056548263,0.5833333333333334,0.9240342560577366,0.8080035486464444
H/CLI/060,H/CLI/060,Land Off Green Lane & Liverpool Road Green Lane Cadishead M44 5XH,0.78,not-owned-by-a-public-authority,pending-decision,0.9796055833562985,0.5833333333333334,0.9372902556450575,0.8334097241115632
H/PTC/010,H/PTC/010,"Former Vita Site, Seaford Road, Salford, M6 6AQ",2.16,not-owned-by-a-public-authority,pending-decision,0.827305167742289,0.5833333333333334,0.9472641478251742,0.7859675496335988
H/PTC/038,H/PTC/038,Land At Frederick Road And Cheltenham Street Salford,0.17,mixed-ownership,pending-decision,0.7468769599097317,0.5833333333333334,0.94214875078139,0.7574530146748183
H/QYS/013b,H/QYS/013b,"Land at Worrall Street, Salford, M5 4TH",0.32,not-owned-by-a-public-authority,pending-decision,0.9831001987026164,0.7146084337349397,0.9544117451548544,0.8840401258641369
H/WSE/032,H/WSE/032,95 Langworthy Road Salford M6 5PH,0.07,not-owned-by-a-public-authority,pending-decision,0.7780562214362964,0.75,0.9090865759286797,0.812380932454992
H/ORD/022,H/ORD/022,"Zenith, 365 Chapel Street, Salford, M3 5JT",0.11,not-owned-by-a-public-authority,pending-decision,0.915256911360185,0.5886363636363636,0.9468090209960044,0.8169007653308511
H/PTC/014,H/PTC/014,"Innovation Park, Camp Street, Broughton",11.91,mixed-ownership,pending-decision,0.7736882400580675,0.5833333333333334,0.9531887519615698,0.7700701084509903
H/QYS/019,H/QYS/019,"HQ, Reception Ground Floor Clippers Quay Salford M50 3XP",0.19,not-owned-by-a-public-authority,pending-decision,0.9312447831114623,0.5833333333333334,0.860933708262226,0.7918372749023406
H/ECC/056,H/ECC/056,"Former St Marys Centre, St Marys Road, Eccles, M30 0AX",0.07,not-owned-by-a-public-authority,pending-decision,0.9267007175806173,0.6531094527363185,0.9074108841063225,0.8290736848077528
H/HIP/033,H/HIP/033,"Irlam Carpet Warehouse , 67 Liverpool Road, Irlam , M44 6EH",0.09,not-owned-by-a-public-authority,pending-decision,0.9015324672490505,0.75,0.9346911156325921,0.8620745276272143
H/PTC/047,H/PTC/047,Former McDonalds Regional Head Office Cross Lane Salford M5 4BN,0.43,not-owned-by-a-public-authority,pending-decision,0.7394712621974473,0.5833333333333334,0.8936637586999338,0.7388227847435714
H/PTC/051,H/PTC/051,"Pendleton House, Broughton Road, Salford",0.27,not-owned-by-a-public-authority,pending-decision,0.7623584321623176,0.5833333333333334,0.8890177410458819,0.7449031688471776
H/PTC/052,H/PTC/052,"Land at Belvedere Road (Former The Woolpack Public House), Belvedere Road, Salford, M6 5HE",0.27,not-owned-by-a-public-authority,pending-decision,0.7034043850111711,0.5833333333333334,0.9300464524009088,0.7389280569151376
H/SWA/037,H/SWA/037,"Land at Station Road, Salford, M27 6AF",0.16,not-owned-by-a-public-authority,pending-decision,0.5940023482224969,0.5833333333333334,0.9410845175641498,0.7061400663733267
H/WSE/025,H/WSE/025,"Land between Weaste Hotel and 14 Hebden Avenue, Salford",0.12,not-owned-by-a-public-authority,pending-decision,0.8135603474060857,0.5833333333333334,0.8299400582215136,0.7422779129869775
S/BAR/004,S/BAR/004,"M And J Motors, Barton Lane, Eccles, M30 0HX",0.17,not-owned-by-a-public-authority,permissioned,0.9918020347245786,0.5833333333333334,0.9090857402906531,0.8280737027828552
S/BRO/032,S/BRO/032,"Land Formerly Griffin Hotel, Lower Broughton Road, Salford",0.28,not-owned-by-a-public-authority,permissioned,0.9174872534096705,0.5833333333333334,0.8733397844357282,0.7913867903929107
S/BRO/043,S/BRO/043,"Manchester Alloys & Metals, Meadow Road, Salford, M7 1PA",0.42,not-owned-by-a-public-authority,permissioned,0.8148249869873101,0.5833333333333334,0.8959159434675561,0.7646914212627332
S/BRO/087,S/BRO/087,"Castle Green, 342-344 Lower Broughton Road, Salford, M7 2HY",0.15,not-owned-by-a-public-authority,permissioned,0.9463153895740044,0.5833333333333334,0.9494033000862381,0.826350674331192
S/CAD/102,S/CAD/102,"Land adjacent to 10 Tramway Road, Irlam, M44 5BE",0.12,not-owned-by-a-public-authority,permissioned,0.8260660763759591,0.75,0.9522611292110911,0.8427757351956834
S/ECC/033,S/ECC/033,"J Fletcher Engineering, Lansdowne Road, Eccles, M30 9PD",0.65,not-owned-by-a-public-authority,permissioned,0.8815338368364496,0.5833333333333334,0.9419574918528848,0.8022748873408894
S/ECC/067,S/ECC/067,"Fox Street, Eccles, Salford, M30 0BJ",0.23,not-owned-by-a-public-authority,permissioned,0.9326519904104917,0.75,0.8804396724188024,0.8543638876097647
S/ECC/072,S/ECC/072,"27 Brackley Road, Eccles, M30 9LG",0.07,not-owned-by-a-public-authority,permissioned,0.9889465743430971,0.5833333333333334,0.961187218322901,0.8444890419997771
S/ECC/075,S/ECC/075,"Land between Railside Terrace and car park, St Marys Road, Eccles",0.05,not-owned-by-a-public-authority,permissioned,0.9108034691445709,0.6570440251572327,0.8691726650310564,0.8123400531109533
S/ECC/081,S/ECC/081,"120 Liverpool Road, Eccles, M30 0WZ",0.01,not-owned-by-a-public-authority,permissioned,0.8643297224042726,0.75,0.9455812725475585,0.8533036649839437
S/IRL/029,S/IRL/029,"2-6 George Street, Irlam, M44 6HW",0.02,not-owned-by-a-public-authority,permissioned,0.8612318963827426,0.75,0.9477758365770154,0.8530025776532527
S/IRL/030,S/IRL/030,"Moss Farm, Cutnook Lane, Irlam, M44 5NB",0.44,not-owned-by-a-public-authority,permissioned,0.616073721047855,0.5833333333333334,0.8687104729296852,0.6893725091036246
S/IRW/045b,S/IRW/045b,"Land Bound By Hulme Street, Gaythorn Street And Upper Wharf Street Salford M5 4PX",0.5,not-owned-by-a-public-authority,permissioned,0.8882066973397944,0.5833333333333334,0.9484593190885494,0.806666449920559
S/IRW/085,S/IRW/085,"Riverside House, 100 Blackfriars Road, Salford, M3 7FU",0.21,not-owned-by-a-public-authority,permissioned,0.9376767009777169,0.5833333333333334,0.9130853640197982,0.8113651327769494
S/IRW/089,S/IRW/089,"38 Broughton Road, Salford, M6 6LS",0.01,not-owned-by-a-public-authority,permissioned,0.7939521209763516,0.5833333333333334,0.911831828161341,0.7630390941570088
S/IRW/092,S/IRW/092,"Pendleton House, Broughton Road, Salford",0.28,not-owned-by-a-public-authority,permissioned,0.765180050378952,0.5833333333333334,0.9285727937610334,0.7590287258244396
S/IRW/093,S/IRW/093,"X1 The Campus phase 2 - Irwell House, 40-42 Frederick Road",0.07,not-owned-by-a-public-authority,permissioned,0.7308095064303581,0.5833333333333334,0.8995410420837612,0.7378946272824841
S/IRW/094,S/IRW/094,"Mulvaneys, 40 St Stephen Street, Salford, M3 6AY",0.16,not-owned-by-a-public-authority,permissioned,0.9342743753710804,0.5833333333333334,0.9351179204475459,0.81757520971732
S/IRW/098,S/IRW/098,"72A Broad Street, Salford, M6 5BZ",0.02,not-owned-by-a-public-authority,permissioned,0.7513555381708433,0.5833333333333334,0.9423024759153146,0.7589971158064971
S/KER/050,S/KER/050,"72 Upper Park Road, Higher Broughton, Salford, M7 4JA",0.12,not-owned-by-a-public-authority,permissioned,0.7406259756087833,0.5833333333333334,0.9111011709074196,0.7450201599498455
S/KER/052,S/KER/052,"4 King Edwards Buildings, Bury Old Road, Salford, M7 4QJ",0.01,not-owned-by-a-public-authority,permissioned,0.762250711455605,0.5833333333333334,0.9430529445558057,0.7628789964482481
S/LAN/057,S/LAN/057,Creating a New Pendleton (phases 2-4),56.95,mixed-ownership,permissioned,0.7251747291204974,0.5833333333333334,0.9222903067564923,0.7435994564034409
S/LAN/064,S/LAN/064,"Land adjacent to 52 Derby Road, Salford",0.04,not-owned-by-a-public-authority,permissioned,0.7747267127660685,0.5833333333333334,0.9123938332947322,0.7568179597980448
S/LAN/078,S/LAN/078,"45 Brown Street, Salford, M6 5RY",0.01,not-owned-by-a-public-authority,permissioned,0.7741145222177769,0.75,0.8720010831916504,0.7987052018031425
S/ORD/008,S/ORD/008,"Land at corner Of Langworthy Road and Eccles New Road, Salford",0.24,not-owned-by-a-public-authority,permissioned,0.8216824354144454,0.75,0.9324091587075971,0.8346971980406809
S/ORD/010a,S/ORD/010a,Middlewood Locks - phases 3+,4.44,not-owned-by-a-public-authority,permissioned,0.9568401686397778,0.75,0.9164826666095689,0.8744409450831157
S/ORD/039,S/ORD/039,"Waterfront Quay, Salford Quays, Salford M50 3XW",2.91,not-owned-by-a-public-authority,permissioned,0.9467330771062087,0.5833333333333334,0.8773177772930564,0.8024613959108661
S/ORD/064,S/ORD/064,"Bridgewater Wharf phase 2 - land bounded by Fairbrother Street, Ordsall Lane and River Irwell",1.19,not-owned-by-a-public-authority,permissioned,0.983009301771011,0.5833333333333334,0.8632843318882749,0.8098756556642064
S/ORD/065,S/ORD/065,"Land adjacent to the River Irwell, Derwent Street, Salford",0.28,not-owned-by-a-public-authority,permissioned,0.9817754227606434,0.7184381237524948,0.8522118568426167,0.8508084677852517
S/ORD/087,S/ORD/087,"Land bounded by Ordsall Lane, Dyer Street and Worrall Street",1.29,not-owned-by-a-public-authority,permissioned,0.9951541341130113,0.6272388059701494,0.9536713017128411,0.8586880805986672
S/ORD/116,S/ORD/116,"Former Broadway Inn, 33-35 Broadway, Salford, M50 2UW",0.11,not-owned-by-a-public-authority,permissioned,0.9248881288097643,0.5914141414141414,0.909508491663935,0.8086035872959468
S/ORD/118,S/ORD/118,"Gresham Mill, South Hall Street, Salford, M5 4TP",0.89,not-owned-by-a-public-authority,permissioned,0.9780467384523311,0.6701754385964912,0.8715344297588395,0.8399188689358873
S/ORD/128,S/ORD/128,"Land surrounding Stanley Street Bound By Trinity Way, Irwell Street And River Irwell M3 5DA. Salford Central plots C1, C2, A1, A2 and A3",1.48,not-owned-by-a-public-authority,permissioned,0.9931670077479194,0.5833333333333334,0.9392430949192204,0.838581145333491
S/ORD/131,S/ORD/131,"Coleman House, 1 - 3 Gravel Lane, Salford, M3 7WQ",0.02,not-owned-by-a-public-authority,permissioned,0.9811877701729973,0.5833333333333334,0.9495287953965987,0.8380166329676432
S/PBU/025,S/PBU/025,"Land to the Rear Kersal Avenue / Bolton Road, Pendlebury, Swinton",0.85,not-owned-by-a-public-authority,permissioned,0.7327909649968818,0.5833333333333334,0.8330228088149015,0.7163823690483722
S/SNO/045,S/SNO/045,"Site B - The Poet's Estate, Swinton, Salford, M27 0PU",0.54,not-owned-by-a-public-authority,permissioned,0.6029914201127164,0.5833333333333334,0.754266136553904,0.6468636299999847
S/SNO/045b,S/SNO/045b,"Site D -The Poet's Estate, Swinton, Salford, M27 0PU",1.16,not-owned-by-a-public-authority,permissioned,0.5950931995233854,0.5833333333333334,0.8703388694807648,0.6829218007791612
S/SNO/046,S/SNO/046,"Land to south of 3 Glen Avenue, Swinton, M27 9PL",0.02,not-owned-by-a-public-authority,permissioned,0.6559020437832184,0.5833333333333334,0.9058016845621261,0.7150123538928925
S/WIN/036,S/WIN/036,"48 Parrin Lane, Eccles, M30 8BD",0.01,not-owned-by-a-public-authority,permissioned,0.9879683654842374,0.5833333333333334,0.9535602709446243,0.8416206565873984
S/WNO/061,S/WNO/061,"11A Queen Street, Little Hulton, M38 0WH",0.03,not-owned-by-a-public-authority,permissioned,0.5525102521764166,0.75,0.9531113331127298,0.7518738617630487
S/WOR/056,S/WOR/056,"Worsley Methodist Church, Barton Road, Worsley, Salford, M28 2GX",0.05,not-owned-by-a-public-authority,permissioned,0.9722055660081336,0.5833333333333334,0.9306876461008147,0.828742181814094
S/WOR/063,S/WOR/063,"3 Worsley Road, Worsley, M28 2NN",0.05,not-owned-by-a-public-authority,permissioned,0.996245046720938,0.75,0.8754462162534635,0.8738970876581339
S/WOR/066,S/WOR/066,"175 Greenleach Lane, Worsley, M28 2RR",0.04,not-owned-by-a-public-authority,permissioned,0.9416563051705852,0.616191904047976,0.9215956069413155,0.8264812720532921
S/WSE/040,S/WSE/040,"55 Tootal Road, Salford, M5 5EG",0.01,not-owned-by-a-public-authority,permissioned,0.8804247011620975,0.5833333333333334,0.9327287555098923,0.7988289300017745
S/WSE/042,S/WSE/042,"36 Tootal Road, Salford, M5 5FR",0.01,not-owned-by-a-public-authority,permissioned,0.8735015103350702,0.5833333333333334,0.9143346408327083,0.7903898281670373
S/WSE/044,S/WSE/044,"Hollywood, 5 Missouri Avenue, Salford, M5 2NP",0.28,not-owned-by-a-public-authority,permissioned,0.8388843618549034,0.5833333333333334,0.9539687339494551,0.7920621430458974
S/WSO/039,S/WSO/039,"3 High Street, Worsley, Salford, M28 3JH",0.01,not-owned-by-a-public-authority,permissioned,0.6668155822361643,0.6700349301397206,0.9520830029122095,0.7629778384293648
S/WSO/042,S/WSO/042,"Burgess Farm Buildings, Hilton Lane, Worsley, Walkden, Salford, M28 3TL",0.2,not-owned-by-a-public-authority,permissioned,0.6795073646009058,0.5833333333333334,0.7891515992437557,0.6839974323926649
S/BRO/099,S/BRO/099,"12 Grassfield Avenue, Salford, M7 1HW",0.03,not-owned-by-a-public-authority,permissioned,0.9625462765790029,0.5833333333333334,0.9291824050525095,0.8250206716549485
S/CAD/109,S/CAD/109,"Cadishead Labour Club, Fir Street, Cadishead, M44 5AG",0.14,not-owned-by-a-public-authority,permissioned,0.8759434850650492,0.75,0.9668631139604928,0.8642688663418473
S/CAD/110,S/CAD/110,"Thatch Cottage, 155A Liverpool Road, Cadishead, Irlam, M44 5BT",0.08,not-owned-by-a-public-authority,permissioned,0.9433948688179477,0.75,0.9184920520979658,0.8706289736386378
S/CLA/016,S/CLA/016,"124 Eccles Old Road, Salford, M6 8QQ",0.08,not-owned-by-a-public-authority,permissioned,0.718625017527105,0.5833333333333334,0.9212787061873822,0.7410790190159403
S/ECC/084,S/ECC/084,"Ashleigh Care Home, 2 Belgrave Crescent, Eccles, M30 9AE",0.05,not-owned-by-a-public-authority,permissioned,0.8493387982811106,0.75,0.9442239507520499,0.8478542496777202
S/ECC/091,S/ECC/091,"88 - 90 Church Street, Eccles, M30 0DA",0.01,not-owned-by-a-public-authority,permissioned,0.9199462673607519,0.75,0.950548004528614,0.8734980906297887
S/ECC/092,S/ECC/092,"198 Church Street, Eccles, M30 0LZ",0.02,not-owned-by-a-public-authority,permissioned,0.8625669264300163,0.75,0.948281761541346,0.8536162293237876
S/ECC/093,S/ECC/093,"88-90 Liverpool Road, Eccles, M30 0WZ",0.02,not-owned-by-a-public-authority,permissioned,0.8616435640263626,0.75,0.8535759044168235,0.8217398228143953
S/IRL/031,S/IRL/031,"Oxcheek Farm, Cutnook Lane, Irlam ,M44 5NA",0.17,not-owned-by-a-public-authority,permissioned,0.723143530897097,0.5833333333333334,0.9473981325868901,0.7512916656057734
S/IRL/034,S/IRL/034,"25-27 Chapel Road, Irlam, M44 6EE",0.05,not-owned-by-a-public-authority,permissioned,0.8170760395807608,0.75,0.9469400435550269,0.8380053610452626
S/KER/059,S/KER/059,"6 and 8 Legh Street, Salford, M7 4EF",0.17,not-owned-by-a-public-authority,permissioned,0.8471930945438515,0.5833333333333334,0.8388715082270919,0.7564659787014255
S/KER/060,S/KER/060,"463 - 465 Bury New Road, Salford, M7 3NE",0.29,not-owned-by-a-public-authority,permissioned,0.8357335372869238,0.5833333333333334,0.8759132996218876,0.7649933900807149
S/KER/062,S/KER/062,"Garages north east Healey Close, Blackfield Lane, Salford, M7 3PQ",0.03,not-owned-by-a-public-authority,permissioned,0.8544017679783593,0.5833333333333334,0.6874024740846804,0.708379191798791
S/LAN/082,S/LAN/082,"Salford Discount Carpets and Beds, 38 Fitzwarren Street, Salford, M6 5JF",0.14,not-owned-by-a-public-authority,permissioned,0.6637198104354819,0.5833333333333334,0.9701322868917495,0.7390618102201882
S/LAN/083,S/LAN/083,"28 Milford Street, Salford, M6 5GQ",0.01,not-owned-by-a-public-authority,permissioned,0.7835154166217614,0.75,0.8885768111395388,0.8073640759204334
S/LAN/086,S/LAN/086,"8 Langham Road, Salford, M6 5DZ",0.01,not-owned-by-a-public-authority,permissioned,0.6869687127086708,0.5833333333333334,0.8983119427793321,0.722871329607112
S/LAN/087,S/LAN/087,"12 Eccles Old Road, Salford, M6 7AF",0.04,not-owned-by-a-public-authority,permissioned,0.7303266060057533,0.5833333333333334,0.860156731743832,0.7246055570276395
